Time (ms),ETI,IR (counts),Red (counts),ECG (uv),Ax (mg),Ay (mg),Az (mg),IR peak,Red peak,ECG peak,SPO2
14763,261767,209667,162655,1.219,-577.0,1143.0,700.0,0,0,0,
14763,261767,209679,162657,1.49,-577.0,1143.0,700.0,0,0,0,
14763,261767,209703,162672,1.508,-577.0,1143.0,700.0,0,0,0,
14775,261767,209726,162645,1.204,-577.0,1139.0,699.0,0,0,0,
14775,261767,209698,162621,1.22,-577.0,1139.0,699.0,0,0,0,
14775,261767,209704,162667,1.476,-577.0,1139.0,699.0,0,0,0,
14793,261767,209714,162659,1.517,-595.0,1137.0,689.0,0,0,156,
14793,261767,209703,162651,1.214,-595.0,1137.0,689.0,0,0,0,
14794,261767,209733,162666,1.201,-595.0,1137.0,689.0,0,0,0,
14806,261767,209718,162669,1.499,-597.0,1135.0,699.0,0,0,0,
14806,261767,209686,162646,1.506,-597.0,1135.0,699.0,0,0,0,
14806,261767,209712,162666,1.202,-597.0,1135.0,699.0,0,0,0,
14824,261767,209724,162671,1.231,-601.0,1137.0,702.0,0,0,0,
14824,261767,209691,162674,1.48,-601.0,1137.0,702.0,0,0,0,
14824,261767,209704,162659,1.508,-601.0,1137.0,702.0,0,0,0,
14836,261767,209667,162673,1.227,-603.0,1130.0,704.0,0,0,0,
14836,261767,209641,162620,1.212,-603.0,1130.0,704.0,0,0,0,
14836,261767,209653,162639,1.483,-603.0,1130.0,704.0,0,0,0,
14858,261767,209666,162644,1.5,-587.0,1138.0,712.0,0,0,0,
14858,261767,209700,162632,1.21,-587.0,1138.0,712.0,0,0,0,
14858,261767,209678,162612,1.214,-587.0,1138.0,712.0,0,0,0,
14858,261767,209668,162643,1.482,-587.0,1138.0,712.0,0,0,0,
14870,261767,209637,162601,1.512,-573.0,1142.0,709.0,0,0,0,
14870,261767,209651,162633,1.218,-573.0,1142.0,709.0,0,0,0,
14870,261767,209646,162633,1.2,-573.0,1142.0,709.0,0,0,0,
14889,261767,209664,162639,1.476,-582.0,1132.0,684.0,0,0,0,
14889,261767,209662,162640,1.48,-582.0,1132.0,684.0,0,0,0,
14889,261767,209635,162632,1.225,-582.0,1132.0,684.0,0,0,0,
14901,261767,209676,162666,1.234,-600.0,1121.0,698.0,0,0,0,
14901,261767,209680,162662,1.456,-600.0,1121.0,698.0,0,0,0,
14901,261767,209696,162678,1.492,-600.0,1121.0,698.0,0,0,0,
14922,261767,209705,162696,1.235,-573.0,1127.0,710.0,0,0,0,
14922,261767,209700,162678,1.229,-573.0,1127.0,710.0,0,0,0,
14922,261767,209688,162669,1.468,-573.0,1127.0,710.0,0,0,0,
14922,261767,209718,162681,1.485,-573.0,1127.0,710.0,0,0,0,
14932,261767,209700,162681,1.248,-569.0,1134.0,708.0,0,0,0,
14932,261767,209705,162651,1.233,-569.0,1134.0,708.0,0,0,0,
14952,261767,209710,162725,1.434,-574.0,1144.0,702.0,0,0,0,
14952,261767,209718,162696,1.484,-574.0,1144.0,702.0,0,0,0,
14952,261767,209735,162680,1.235,-574.0,1144.0,702.0,0,0,0,
14952,261767,209723,162702,1.243,-574.0,1144.0,702.0,0,0,0,
14963,261767,209723,162715,1.455,-578.0,1146.0,697.0,0,0,0,
14963,261767,209716,162718,1.462,-578.0,1146.0,697.0,0,0,0,
14985,261767,209780,162702,1.241,-585.0,1132.0,709.0,0,0,0,
14985,261767,209731,162730,1.237,-585.0,1132.0,709.0,0,0,0,
14985,261767,209743,162721,1.436,-585.0,1132.0,709.0,0,0,0,
14985,261767,209739,162700,1.484,-585.0,1132.0,709.0,0,0,0,
14998,261767,209725,162722,1.248,-605.0,1141.0,696.0,0,0,0,
14998,261767,209725,162729,1.241,-605.0,1141.0,696.0,0,0,0,
14998,261767,209727,162731,1.449,-605.0,1141.0,696.0,0,0,0,
15017,261767,209763,162713,1.477,-610.0,1134.0,672.0,0,0,0,
15017,261767,209784,162714,1.259,-610.0,1134.0,672.0,0,0,0,
15017,261767,209779,162747,1.229,-610.0,1134.0,672.0,0,0,0,
15017,261767,209787,162749,1.468,-610.0,1134.0,672.0,0,0,0,
15028,261767,209797,162739,1.501,-594.0,1145.0,700.0,0,0,0,
15028,261767,209793,162747,1.237,-594.0,1145.0,700.0,0,0,0,
15049,261767,209786,162755,1.234,-632.0,1143.0,694.0,0,0,0,
15049,261767,209752,162746,1.462,-632.0,1143.0,694.0,0,0,0,
15049,261767,209767,162730,1.483,-632.0,1143.0,694.0,0,0,0,
15049,261767,209725,162644,1.259,-632.0,1143.0,694.0,0,0,0,
15062,261767,209735,162743,1.223,-602.0,1134.0,690.0,0,0,0,
15062,261767,209782,162737,1.455,-602.0,1134.0,690.0,0,0,0,
15062,261767,209770,162757,1.488,-602.0,1134.0,690.0,0,0,0,
15082,261767,209762,162738,1.247,-620.0,1146.0,687.0,0,0,0,
15082,261767,209811,162744,1.245,-620.0,1146.0,687.0,0,0,0,
15082,261767,209792,162746,1.448,-620.0,1146.0,687.0,0,0,0,
15082,261767,209768,162763,1.49,-620.0,1146.0,687.0,0,0,0,
15093,261767,209811,162731,1.258,-621.0,1144.0,688.0,0,0,0,
15093,261767,209800,162753,1.216,-621.0,1144.0,688.0,0,0,0,
15112,261767,209828,162713,1.446,-587.0,1148.0,704.0,0,0,0,
15112,261767,209820,162771,1.492,-587.0,1148.0,704.0,0,0,0,
15112,261767,209812,162755,1.243,-587.0,1148.0,704.0,0,0,0,
15113,261767,209825,162736,1.241,-587.0,1148.0,704.0,0,0,0,
15127,261767,209852,162785,1.444,-579.0,1162.0,702.0,0,0,0,
15127,261767,209838,162759,1.491,-579.0,1162.0,702.0,0,0,0,
15127,261767,209784,162773,1.244,-579.0,1162.0,702.0,0,0,0,
15147,261767,209806,162746,1.226,-578.0,1163.0,700.0,0,0,0,
15147,261767,209802,162751,1.45,-578.0,1163.0,700.0,0,0,0,
15147,261767,209827,162774,1.478,-578.0,1163.0,700.0,0,0,0,
15147,261767,209802,162758,1.256,-578.0,1163.0,700.0,0,0,0,
15158,261767,209822,162783,1.231,-583.0,1159.0,699.0,0,0,0,
15158,261767,209805,162765,1.428,-583.0,1159.0,699.0,0,0,0,
15177,261767,209846,162774,1.484,-588.0,1151.0,700.0,0,0,0,
