Time (ms),ETI,IR (counts),Red (counts),ECG (uv),Ax (mg),Ay (mg),Az (mg),IR peak,Red peak,ECG peak,SPO2
17001,217616,202269,133350,1.263,-182.0,-13.0,994.0,0,0,0,
17001,217624,202294,133345,1.281,-182.0,-13.0,994.0,0,0,0,
17002,217880,202269,133288,1.283,-182.0,-13.0,994.0,0,0,0,
17015,218085,202363,133266,1.271,-180.0,-11.0,995.0,0,0,0,
17015,217686,202269,133249,1.275,-180.0,-11.0,995.0,0,0,0,
17015,217603,202353,133285,1.281,-180.0,-11.0,995.0,0,0,0,
17034,217517,202416,133244,1.283,-179.0,-12.0,999.0,0,0,0,
17034,217625,202258,133302,1.275,-179.0,-12.0,999.0,0,0,0,
17034,217627,202325,133231,1.266,-179.0,-12.0,999.0,0,0,0,
17034,217629,202279,133256,1.284,-179.0,-12.0,999.0,0,0,0,
17047,217606,202239,133320,1.289,-180.0,-11.0,994.0,0,0,0,
17060,217457,202435,133292,1.269,-180.0,-11.0,994.0,0,0,0,
17060,217123,202296,133272,1.266,-180.0,-11.0,994.0,0,0,0,
17077,217613,202277,133301,1.286,-181.0,-12.0,996.0,0,0,0,
17077,217542,202273,133356,1.285,-181.0,-12.0,996.0,0,0,0,
17077,217355,202305,133300,1.262,-181.0,-12.0,996.0,0,0,0,
17077,217606,202320,133290,1.261,-181.0,-12.0,996.0,0,0,0,
17077,217637,202288,133299,1.289,-181.0,-12.0,996.0,0,0,0,
17091,217611,202258,133331,1.286,-181.0,-10.0,999.0,0,0,0,
17091,217598,202344,133261,1.268,-181.0,-10.0,999.0,0,0,0,
17091,217868,202273,133346,1.271,-181.0,-10.0,999.0,0,0,0,
17105,217716,202278,133413,1.28,-183.0,-10.0,993.0,0,125,0,
17105,217524,202268,133278,1.284,-183.0,-10.0,993.0,0,0,0,
17105,217638,202278,133279,1.268,-183.0,-10.0,993.0,0,0,0,
17118,217562,202297,133289,1.268,-179.0,-12.0,994.0,0,0,0,
17119,217510,202395,133270,1.282,-179.0,-12.0,994.0,0,0,0,
17119,217630,202294,133328,1.282,-179.0,-12.0,994.0,0,0,0,
17132,217702,202339,133318,1.275,-185.0,-10.0,996.0,0,0,0,
17132,217609,202266,133224,1.272,-185.0,-10.0,996.0,0,0,0,
17150,217611,202287,133281,1.276,-185.0,-10.0,996.0,0,0,0,
17169,217562,202383,133292,1.283,-181.0,-10.0,999.0,0,0,0,
17170,217599,202273,133324,1.273,-181.0,-10.0,999.0,0,0,0,
17170,217569,202242,133392,1.268,-181.0,-10.0,999.0,0,0,0,
17170,217586,202354,133372,1.28,-181.0,-10.0,999.0,0,0,0,
17170,217603,202315,133295,1.283,-181.0,-10.0,999.0,0,0,0,
17170,217599,202391,133294,1.276,-181.0,-10.0,999.0,0,0,0,
17188,217582,202277,133345,1.276,-181.0,-12.0,999.0,0,0,0,
17188,217578,202247,133313,1.281,-181.0,-12.0,999.0,0,0,0,
17188,217298,202404,133286,1.282,-181.0,-12.0,999.0,0,0,0,
17188,217262,202368,133234,1.278,-181.0,-12.0,999.0,0,0,0,
17202,217440,202310,133319,1.285,-180.0,-8.0,989.0,0,0,0,
17202,217566,202307,133294,1.3,-180.0,-8.0,989.0,0,0,0,
17202,217748,202302,133332,1.301,-180.0,-8.0,989.0,0,0,0,
17215,217710,202322,133282,1.291,-181.0,-12.0,996.0,0,0,0,
17215,217390,202336,133334,1.29,-181.0,-12.0,996.0,0,0,0,
17216,217393,202407,133372,1.288,-181.0,-12.0,996.0,0,0,0,
17229,217481,202230,133351,1.296,-180.0,-14.0,996.0,0,0,0,
17250,217693,202318,133335,1.286,-180.0,-14.0,996.0,0,0,0,
17250,217880,202347,133310,1.279,-180.0,-14.0,996.0,0,0,0,
17270,217967,202342,133286,1.286,-183.0,-10.0,995.0,0,0,0,
17270,217669,202221,133265,1.286,-183.0,-10.0,995.0,0,0,0,
17270,217908,202333,133348,1.268,-183.0,-10.0,995.0,0,0,0,
17270,217830,202310,133413,1.272,-183.0,-10.0,995.0,0,0,0,
17270,217623,202310,133270,1.285,-183.0,-10.0,995.0,0,0,0,
17270,217615,202282,133367,1.292,-183.0,-10.0,995.0,0,0,0,
17270,217649,202362,133425,1.274,-183.0,-10.0,995.0,0,0,0,
17285,217621,202445,133348,1.269,-180.0,-10.0,994.0,0,0,0,
17285,217574,202250,133396,1.278,-180.0,-10.0,994.0,0,0,0,
17285,217518,202391,133286,1.284,-180.0,-10.0,994.0,0,0,0,
17285,217256,202445,133260,1.272,-180.0,-10.0,994.0,0,0,0,
17304,217314,202404,133302,1.265,-182.0,-10.0,998.0,0,0,0,
17304,217563,202320,133308,1.283,-182.0,-10.0,998.0,0,0,0,
17304,217452,202284,133343,1.286,-182.0,-10.0,998.0,0,0,0,
17304,217550,202241,133313,1.27,-182.0,-10.0,998.0,0,0,0,
17317,217620,202328,133307,1.272,-185.0,-12.0,994.0,0,0,0,
17339,217643,202227,133288,1.278,-185.0,-12.0,994.0,0,0,0,
17339,217568,202229,133338,1.28,-185.0,-12.0,994.0,0,0,0,
17359,217727,202451,133340,1.269,-183.0,-12.0,993.0,0,0,0,
17359,217676,202451,133378,1.256,-183.0,-12.0,993.0,0,0,0,
17360,217675,202238,133287,1.274,-183.0,-12.0,993.0,0,0,0,
17360,217583,202305,133272,1.295,-183.0,-12.0,993.0,0,0,0,
17360,217632,202346,133339,1.316,-183.0,-12.0,993.0,0,0,0,
17360,217630,202304,133283,1.366,-183.0,-12.0,993.0,0,0,0,
17360,217633,202255,133294,1.439,-183.0,-12.0,993.0,0,0,0,
17375,217615,202312,133299,1.481,-181.0,-12.0,994.0,0,0,74,
17375,217641,202395,133318,1.444,-181.0,-12.0,994.0,0,0,0,
17375,217747,202253,133308,1.371,-181.0,-12.0,994.0,0,0,0,
17375,217246,202164,133379,1.332,-181.0,-12.0,994.0,0,0,0,
17389,217198,202175,133337,1.328,-183.0,-14.0,1001.0,0,0,0,
17389,217627,202210,133316,1.302,-183.0,-14.0,1001.0,0,0,0,
17389,217734,202334,133303,1.28,-183.0,-14.0,1001.0,0,0,0,
17403,217795,202308,133255,1.288,-179.0,-14.0,992.0,0,0,0,
17403,217681,202340,133345,1.285,-179.0,-14.0,992.0,0,0,0,
17419,217473,202288,133293,1.278,-179.0,-14.0,992.0,0,0,0,
17437,217660,202166,133268,1.269,-183.0,-11.0,998.0,0,0,0,
