Time (ms),ETI,IR (counts),Red (counts),ECG (uv),Ax (mg),Ay (mg),Az (mg),IR peak,Red peak,ECG peak,SPO2
6301,217479,201713,132893,1.301,-184.0,-13.0,997.0,0,0,0,
6301,217581,201582,132891,1.305,-184.0,-13.0,997.0,0,0,0,
6301,217371,201639,132911,1.314,-184.0,-13.0,997.0,0,0,0,
6315,217428,201654,132991,1.312,-184.0,-15.0,996.0,0,0,0,
6315,217635,201562,132914,1.297,-184.0,-15.0,996.0,0,0,0,
6315,217809,201707,133046,1.302,-184.0,-15.0,996.0,0,51,0,
6327,217794,201676,132961,1.325,-183.0,-17.0,995.0,0,0,0,
6342,217428,201909,132979,1.314,-183.0,-17.0,995.0,0,0,0,
6360,217001,201782,132907,1.298,-182.0,-13.0,1000.0,0,0,0,
6361,217403,201717,132917,1.299,-182.0,-13.0,1000.0,0,0,0,
6361,217650,201717,132946,1.302,-182.0,-13.0,1000.0,0,0,0,
6361,217533,201714,132916,1.293,-182.0,-13.0,1000.0,0,0,0,
6361,217569,201774,132987,1.282,-182.0,-13.0,1000.0,0,0,0,
6361,217574,201762,132926,1.287,-182.0,-13.0,1000.0,0,0,0,
6379,217618,201707,132899,1.29,-185.0,-13.0,997.0,0,0,0,
6380,217550,201857,132959,1.277,-185.0,-13.0,997.0,0,0,0,
6380,217233,201814,133006,1.261,-185.0,-13.0,997.0,0,0,0,
6380,217164,201697,132919,1.267,-185.0,-13.0,997.0,0,0,0,
6393,217342,201699,132918,1.275,-184.0,-15.0,992.0,0,0,0,
6394,217580,201764,132907,1.271,-184.0,-15.0,992.0,0,0,0,
6394,217625,201613,132897,1.254,-184.0,-15.0,992.0,0,0,0,
6407,217456,201829,132949,1.255,-186.0,-10.0,999.0,0,0,0,
6408,217456,201939,132931,1.269,-186.0,-10.0,999.0,0,0,0,
6408,217594,201907,132911,1.253,-186.0,-10.0,999.0,0,0,0,
6421,217671,201910,132993,1.255,-187.0,-13.0,1000.0,0,0,0,
6442,217643,201791,132943,1.26,-187.0,-13.0,1000.0,0,0,0,
6442,217578,201720,132929,1.263,-187.0,-13.0,1000.0,0,0,0,
6462,217525,201850,132938,1.263,-180.0,-16.0,1000.0,0,0,0,
6462,217507,201976,132944,1.253,-180.0,-16.0,1000.0,0,0,0,
6462,217397,201797,132929,1.252,-180.0,-16.0,1000.0,0,0,0,
6462,217606,202039,132966,1.272,-180.0,-16.0,1000.0,41,0,0,
6462,217589,201768,132986,1.264,-180.0,-16.0,1000.0,0,0,0,
6463,217581,201792,132992,1.254,-180.0,-16.0,1000.0,0,0,0,
6463,217559,201747,132936,1.257,-180.0,-16.0,1000.0,0,0,0,
6478,217543,201825,132975,1.261,-184.0,-13.0,995.0,0,0,0,
6478,217500,201693,132949,1.271,-184.0,-13.0,995.0,0,0,0,
6478,217167,202028,132987,1.261,-184.0,-13.0,995.0,0,0,0,
6479,217356,201776,132913,1.263,-184.0,-13.0,995.0,0,0,0,
6492,217820,201891,132925,1.271,-185.0,-12.0,1003.0,0,0,0,
6492,217632,201924,132947,1.265,-185.0,-12.0,1003.0,0,0,0,
6493,217615,201888,132919,1.254,-185.0,-12.0,1003.0,0,0,0,
6508,217911,201754,132928,1.262,-184.0,-14.0,998.0,0,0,0,
6508,217708,201751,132997,1.276,-184.0,-14.0,998.0,0,0,0,
6522,217837,201692,132860,1.269,-184.0,-14.0,998.0,0,0,0,
6541,217555,201759,132847,1.258,-185.0,-12.0,995.0,0,0,0,
6541,217545,201781,132952,1.261,-185.0,-12.0,995.0,0,0,0,
6541,217363,202028,132942,1.269,-185.0,-12.0,995.0,0,0,0,
6541,217336,201757,133017,1.269,-185.0,-12.0,995.0,0,0,0,
6541,217576,201689,132960,1.259,-185.0,-12.0,995.0,0,0,0,
6541,217579,201695,132985,1.255,-185.0,-12.0,995.0,0,0,0,
6557,217587,201738,132998,1.277,-186.0,-13.0,1001.0,0,0,0,
6557,217576,201778,132938,1.276,-186.0,-13.0,1001.0,0,0,0,
6557,217346,201933,132998,1.259,-186.0,-13.0,1001.0,0,0,0,
6557,217468,201706,132987,1.254,-186.0,-13.0,1001.0,0,0,0,
6571,217506,201792,133000,1.275,-181.0,-14.0,992.0,0,0,0,
6571,217561,201555,132946,1.269,-181.0,-14.0,992.0,0,0,0,
6571,217509,201553,132931,1.256,-181.0,-14.0,992.0,0,0,0,
6585,217526,201748,132992,1.26,-184.0,-17.0,994.0,0,0,0,
6585,217547,201928,132918,1.268,-184.0,-17.0,994.0,0,0,0,
6585,217524,201774,132976,1.266,-184.0,-17.0,994.0,0,0,0,
6597,217589,201652,132926,1.262,-181.0,-14.0,996.0,0,0,0,
6612,217490,201633,132983,1.266,-181.0,-14.0,996.0,0,0,0,
6631,217296,201769,132988,1.273,-182.0,-13.0,997.0,0,0,0,
6631,217543,201945,132942,1.264,-182.0,-13.0,997.0,0,0,0,
6631,217778,201761,132910,1.253,-182.0,-13.0,997.0,0,0,0,
6631,217815,201833,132961,1.263,-182.0,-13.0,997.0,0,0,0,
6631,217582,201986,132955,1.279,-182.0,-13.0,997.0,0,0,0,
6631,217608,201681,132959,1.272,-182.0,-13.0,997.0,0,0,0,
6649,217609,201821,132928,1.262,-183.0,-11.0,996.0,0,0,0,
6649,217580,201716,132917,1.262,-183.0,-11.0,996.0,0,0,0,
6649,217683,201948,133003,1.272,-183.0,-11.0,996.0,0,0,0,
6649,217882,201713,133064,1.272,-183.0,-11.0,996.0,0,0,0,
6663,217828,201870,132941,1.263,-183.0,-16.0,998.0,0,0,0,
6663,217616,201857,132946,1.267,-183.0,-16.0,998.0,0,0,0,
6663,217790,201844,133064,1.272,-183.0,-16.0,998.0,0,0,0,
6677,217931,201768,132904,1.272,-185.0,-11.0,997.0,0,0,0,
6677,217680,201794,132973,1.266,-185.0,-11.0,997.0,0,0,0,
6677,217627,201684,133034,1.266,-185.0,-11.0,997.0,0,0,0,
6691,217554,201854,132917,1.275,-182.0,-14.0,993.0,0,0,0,
6712,217595,201836,132934,1.277,-182.0,-14.0,993.0,0,0,0,
6712,217582,201793,132883,1.256,-182.0,-14.0,993.0,0,0,0,
6732,217424,201753,132981,1.267,-182.0,-16.0,998.0,0,0,0,
6732,217560,201856,133031,1.275,-182.0,-16.0,998.0,0,0,0,
6732,217421,201784,133048,1.266,-182.0,-16.0,998.0,0,0,0,
6732,217533,201752,132997,1.261,-182.0,-16.0,998.0,0,0,0,
6733,217636,201871,132951,1.266,-182.0,-16.0,998.0,0,0,0,
6733,217628,201799,132931,1.28,-182.0,-16.0,998.0,0,0,0,
6733,217627,201821,132948,1.276,-182.0,-16.0,998.0,0,0,0,
6748,217567,201770,132976,1.27,-181.0,-14.0,996.0,0,0,0,
6748,217538,201761,132989,1.278,-181.0,-14.0,996.0,0,0,0,
6748,217459,201718,132886,1.294,-181.0,-14.0,996.0,0,0,0,
6748,217322,201741,132901,1.296,-181.0,-14.0,996.0,0,0,0,
6762,217395,201829,132932,1.288,-184.0,-12.0,993.0,0,0,0,
6762,217575,201745,133026,1.284,-184.0,-12.0,993.0,0,0,0,
6762,217650,201853,133031,1.285,-184.0,-12.0,993.0,0,0,0,
6778,217582,201807,132937,1.283,-186.0,-14.0,995.0,0,0,0,
6778,217607,201880,132961,1.266,-186.0,-14.0,995.0,0,0,0,
6792,217717,201695,132889,1.264,-186.0,-14.0,995.0,0,0,0,
6811,217642,201685,132926,1.284,-180.0,-12.0,998.0,0,0,0,
6811,217632,201811,132971,1.275,-180.0,-12.0,998.0,0,0,0,
6811,217625,201738,132841,1.264,-180.0,-12.0,998.0,0,0,0,
6811,217388,201815,132855,1.267,-180.0,-12.0,998.0,0,0,0,
6811,217509,201803,133042,1.281,-180.0,-12.0,998.0,0,0,0,
6811,217602,201664,133009,1.277,-180.0,-12.0,998.0,0,0,0,
6826,217632,201839,132919,1.259,-181.0,-12.0,997.0,0,0,0,
6827,217638,201729,132865,1.269,-181.0,-12.0,997.0,0,0,0,
6827,217652,201753,132956,1.272,-181.0,-12.0,997.0,0,0,0,
6827,217270,201688,133072,1.272,-181.0,-12.0,997.0,0,0,0,
6841,217364,201799,132980,1.274,-186.0,-11.0,998.0,0,0,0,
6841,217574,201696,132814,1.271,-186.0,-11.0,998.0,0,0,0,
6841,217465,201777,132982,1.276,-186.0,-11.0,998.0,0,0,0,
6854,217353,201756,133042,1.279,-180.0,-11.0,1004.0,0,0,0,
6855,217615,201870,132982,1.265,-180.0,-11.0,1004.0,0,0,0,
6855,217929,201734,132856,1.265,-180.0,-11.0,1004.0,0,0,0,
6867,217797,201794,132984,1.277,-182.0,-11.0,997.0,0,0,0,
6882,217720,201771,132986,1.275,-182.0,-11.0,997.0,0,0,0,
6901,217787,201772,132923,1.253,-180.0,-11.0,997.0,0,0,0,
6902,217584,201642,132961,1.263,-180.0,-11.0,997.0,0,0,0,
6902,217507,201767,133130,1.309,-180.0,-11.0,997.0,0,102,0,
6902,217636,201716,132971,1.348,-180.0,-11.0,997.0,0,0,0,
6902,217619,201794,132898,1.403,-180.0,-11.0,997.0,0,0,0,
6902,217602,201701,132953,1.459,-180.0,-11.0,997.0,0,0,0,
6920,217615,201793,132906,1.464,-185.0,-16.0,993.0,0,0,72,
6920,217647,201766,132978,1.396,-185.0,-16.0,993.0,0,0,0,
6920,217857,201750,132831,1.319,-185.0,-16.0,993.0,0,0,0,
6920,217758,201712,132969,1.309,-185.0,-16.0,993.0,0,0,0,
6934,217453,201869,133033,1.32,-184.0,-11.0,996.0,0,0,0,
6934,217588,201686,132957,1.3,-184.0,-11.0,996.0,0,0,0,
6934,217548,201723,132899,1.273,-184.0,-11.0,996.0,0,0,0,
6948,217397,201841,132939,1.273,-182.0,-14.0,1003.0,0,0,0,
6948,217559,201776,132919,1.291,-182.0,-14.0,1003.0,0,0,0,
6948,217494,201765,132913,1.278,-182.0,-14.0,1003.0,0,0,0,
6962,217655,201881,132925,1.264,-185.0,-10.0,998.0,0,0,0,
6982,217706,201779,133062,1.258,-185.0,-10.0,998.0,0,0,0,
6982,217868,201732,132995,1.275,-185.0,-10.0,998.0,0,0,0,
7002,217910,201806,132932,1.277,-185.0,-9.0,994.0,0,0,0,
7002,217635,201746,133052,1.271,-185.0,-9.0,994.0,0,0,0,
7002,217439,201715,133015,1.268,-185.0,-9.0,994.0,0,0,0,
7002,217353,201782,132951,1.285,-185.0,-9.0,994.0,0,0,0,
7003,217567,201762,133010,1.283,-185.0,-9.0,994.0,0,0,0,
7003,217602,201736,132958,1.268,-185.0,-9.0,994.0,0,0,0,
7003,217588,201747,132962,1.269,-185.0,-9.0,994.0,0,0,0,
7018,217581,201723,133041,1.284,-182.0,-15.0,998.0,0,0,0,
7018,217589,201777,132978,1.285,-182.0,-15.0,998.0,0,0,0,
7018,217653,201711,132937,1.27,-182.0,-15.0,998.0,0,0,0,
