Time (ms),ETI,IR (counts),Red (counts),ECG (uv),Ax (mg),Ay (mg),Az (mg),IR peak,Red peak,ECG peak,SPO2
3243,1265659,-4806132,616228,40.449,-15.0,-79.0,-1010.0,0,0,0,
3243,1265659,-4805966,616254,40.452,-15.0,-79.0,-1010.0,0,0,0,
3254,1265659,-4806030,616267,40.453,-9.0,-79.0,-1010.0,0,0,0,
3269,1265659,-4806094,616254,40.458,-9.0,-79.0,-1010.0,0,0,0,
3287,1265659,-4806061,616224,40.463,-6.0,-76.0,-1013.0,0,0,0,
3287,1265659,-4805794,616260,40.473,-6.0,-76.0,-1013.0,0,0,0,
3287,1265659,-4806055,616240,40.477,-6.0,-76.0,-1013.0,0,0,0,
3287,1265659,-4805781,616224,40.479,-6.0,-76.0,-1013.0,0,0,0,
3287,1265659,-4805920,616236,40.479,-6.0,-76.0,-1013.0,0,0,0,
3288,1265659,-4806031,616223,40.474,-6.0,-76.0,-1013.0,0,0,0,
3301,1265659,-4805982,616252,40.476,-11.0,-76.0,-1010.0,0,0,0,
3301,1265659,-4805940,616178,40.477,-11.0,-76.0,-1010.0,0,0,0,
3301,1265659,-4806024,616296,40.46,-11.0,-76.0,-1010.0,0,0,0,
3319,1265659,-4806064,616240,40.466,-15.0,-76.0,-1010.0,0,0,0,
3319,1265659,-4805923,616237,40.48,-15.0,-76.0,-1010.0,0,0,0,
3319,1265659,-4806047,616135,40.473,-15.0,-76.0,-1010.0,0,0,0,
3319,1265659,-4805869,616188,40.469,-15.0,-76.0,-1010.0,0,0,0,
3331,1265659,-4806084,616236,40.469,-11.0,-76.0,-1011.0,0,0,0,
3331,1265659,-4806071,616155,40.474,-11.0,-76.0,-1011.0,0,0,0,
3344,1265659,-4806061,616261,40.487,-5.0,-75.0,-1012.0,0,0,0,
3344,1265659,-4805764,616300,40.475,-5.0,-75.0,-1012.0,0,0,0,
3359,1265659,-4805996,616226,40.474,-5.0,-75.0,-1012.0,0,0,0,
3377,1265659,-4805873,616267,40.473,-13.0,-78.0,-1016.0,0,0,0,
3377,1265659,-4806109,616280,40.494,-13.0,-78.0,-1016.0,0,0,0,
3377,1265659,-4805900,616239,40.493,-13.0,-78.0,-1016.0,0,0,0,
3377,1265659,-4806163,616223,40.484,-13.0,-78.0,-1016.0,0,0,0,
3377,1265659,-4805952,616239,40.502,-13.0,-78.0,-1016.0,0,0,0,
3378,1265659,-4805962,616250,40.503,-13.0,-78.0,-1016.0,0,0,0,
3391,1265659,-4806058,616258,40.495,-12.0,-79.0,-1007.0,0,0,0,
3391,1265659,-4805974,616234,40.495,-12.0,-79.0,-1007.0,0,0,0,
3391,1265659,-4806045,616235,40.475,-12.0,-79.0,-1007.0,0,0,0,
3404,1265659,-4806037,616268,40.469,-10.0,-77.0,-1013.0,0,0,0,
3404,1265659,-4805967,616267,40.474,-10.0,-77.0,-1013.0,0,0,0,
3404,1265659,-4806078,616190,40.465,-10.0,-77.0,-1013.0,0,0,0,
3416,1265659,-4805670,616245,40.478,-12.0,-78.0,-1015.0,0,0,0,
3416,1265659,-4805963,616216,40.476,-12.0,-78.0,-1015.0,0,0,0,
